,Position,Track Name,Artist,URL,Filename,Month,Date,Week Number,Type,Artist ID,Genre 1,Genre 2,Genre 3
201,2,Then Leave (feat. Queendom Come),BeatKing,https://open.spotify.com/track/2Xoc4gqPbBa3QHKpBLJ5l8,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,5L8p9kDnX2cgoI8VLUL2p4,houston rap,,
202,3,Stunnin' (feat. Harm Franklin),Curtis Waters,https://open.spotify.com/track/2D0dj3hVkRQJCp63cxCPEx,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,2JbE7jUIGtpXSzytnyMg6U,,,
203,4,Hood Baby,KBFR,https://open.spotify.com/track/5au5NgWCdev4WeLRB3YEOR,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,0JFjWic1b9Mvv7WcNYhDvZ,viral rap,,
204,5,Hard For Me,Michele Morrone,https://open.spotify.com/track/00PesUdTmC3Y5xtZbZND0p,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,03fLoIOO015incUitpfkad,,,
205,6,Hatchback,Cochise,https://open.spotify.com/track/12hVQgYR254ZziANtiKVWQ,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,46HzS7yz0c9udVwtbHk1sx,meme rap,vapor trap,
206,7,Banana (feat. Shaggy) - DJ FLe - Minisiren Remix,Conkarah,https://open.spotify.com/track/0dZpw3h6KZhcHec61qwevZ,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,7vPGzgDg3qGUY5bWtrO3K4,jawaiian,,
207,8,Como Llora,Juanfran,https://open.spotify.com/track/52zq2a71SGs3f1vJuv59ui,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,7zY0DMisq1oYXvNNgGwHBY,dominican pop,pop reggaeton,urbano espanol
208,9,Do It,Chloe x Halle,https://open.spotify.com/track/35Dh5MnCUPLN3XyAVtQff3,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,0AsThoR4KZSVktALiNcQwW,alternative r&b,dance pop,pop
209,10,SAD - Imanbek xxx Remix,Rasster,https://open.spotify.com/track/4x5ymi4akay9Fq5Xm1PW3E,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,3LVYHgfHgCTy3QSRt5kKQg,,,
210,11,Both Of Us - Edit,Jayda G,https://open.spotify.com/track/75rGONmoi48LLYBFaGiYsv,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,3NKVm2Jedcf6ibJr6pMUVx,canadian electronic,float house,
211,12,Control,Zoe Wees,https://open.spotify.com/track/50Td3qilgs8BLtv8mHyT1t,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,03d2mJXSMtuPI0nIvLnhoS,german pop,,
212,13,Prospect (ft. Lil Baby),iann dior,https://open.spotify.com/track/4iHSE5R1U8jf84tRn52xRt,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,6ASri4ePR7RlsvIQgWPJpS,melodic rap,pop rap,
213,14,Rover (feat. DTG),S1mba,https://open.spotify.com/track/4slSrbTK1sNK4I1mDYEthf,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,71jSVPQ6yskfyvWeiwvT5s,afroswing,,
214,15,Think About Things,Daði Freyr,https://open.spotify.com/track/2iRniYXjMHKmwXqA2jYXP7,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,3Hb64DQZIhDCgyHKrzBXOL,icelandic pop,,
215,16,i don’t really like your boyfriend,Avenue Beat,https://open.spotify.com/track/6eqBr4nAQCVIbUbE8IBDP1,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,1htYtUdXVMwR6HCSs821Lc,alt z,,
216,17,Renee,SALES,https://open.spotify.com/track/5MeUMSRreLHYLhw8ZTyqpk,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,6vVztIuqdDHvYWxOEXCzjN,indie pop,orlando indie,
217,18,Body,Jordan Suaste,https://open.spotify.com/track/6wQgV6ZYt1snXyQV69mGT4,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,20soF34gXIwDGHOk90gla0,modern indie pop,,
218,19,Party Girl,StaySolidRocky,https://open.spotify.com/track/5RqR4ZCCKJDcBLIn4sih9l,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,1XLWox9w1Yvbodui0SRhUQ,melodic rap,,
219,20,We Paid (feat. 42 Dugg),Lil Baby,https://open.spotify.com/track/6gxKUmycQX7uyMwJcweFjp,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,5f7VJjfbwm532GiveGC0ZK,atl hip hop,atl trap,rap
220,21,Time (You and I),Khruangbin,https://open.spotify.com/track/4fMIe4htuvA8RoygYDFqO5,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,2mVVjNmdjXZZDvhgQWiakk,neo-psychedelic,,
221,22,Mariposa,Peach Tree Rascals,https://open.spotify.com/track/4ja2gzrNh9VNigzoXfmbwD,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,0imE3buPhAowREqCrr4CYe,alternative r&b,chill r&b,indie r&b
222,23,Kolors,Monte Booker,https://open.spotify.com/track/4IOYk6epkzXT38U4ShauZ6,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,4p75GTNEXwsAAkpweMVtKo,viral rap,,
223,24,Some Say - Felix Jaehn Remix,Nea,https://open.spotify.com/track/7C1trmcQQ5n5RNy4l6ziCv,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,7nqlScm2smydSRl13eaP8E,scandipop,,
224,25,HAHA,Lil Darkie,https://open.spotify.com/track/18Gcl5bxdd8bpBhWOj1rCR,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,62F9BiUmjqeXbBztCwiX1U,meme rap,viral rap,
225,26,Roses Remix (feat. Future),SAINt JHN,https://open.spotify.com/track/1KyZ4rUiW2lkqGNLQYKpcC,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,0H39MdGGX6dbnnQPt6NQkZ,melodic rap,rap,slap house
226,27,Fishy on me,Kingmichaelbeats,https://open.spotify.com/track/4XLYrsusXIYd1XLSbz24vy,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,7cFjrseFN6bG9IN3V2XG76,,,
227,28,Angels & Demons,jxdn,https://open.spotify.com/track/4GUj9MfPPkjpZskxb45uiX,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,6Y64EaNqpqcZYTgs4c76gF,social media pop,,
228,29,ROCKSTAR (feat. Roddy Ricch),DaBaby,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,4r63FhuTkUYltbVAg5TQnk,north carolina hip hop,rap,
229,30,Figure It Out,Blu DeTiger,https://open.spotify.com/track/5G5qyRHlLmZgy915TBTCkB,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,5NyCIBCeU080ynEj33S4hC,,,
230,31,Go Crazy,Chris Brown,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,7bXgB6jMjp9ATFy66eO08Z,dance pop,pop,pop rap
231,32,Судно (Борис Рижий),Molchat Doma,https://open.spotify.com/track/6DONTnamNDOJdO6DzCu71p,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,1nVq0hKIVReeaiB3xJgKf0,belarusian indie,russian post-punk,sovietwave
232,33,ATL Freestyle,6LACK,https://open.spotify.com/track/3Isj85ak2yj4EndfKFGs9x,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,4IVAbR2w4JJNJDDRFP3E83,alternative r&b,atl hip hop,hip hop
233,34,So We Won't Forget,Khruangbin,https://open.spotify.com/track/6dw8ETrtlFSrkzw6W8cWxN,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,2mVVjNmdjXZZDvhgQWiakk,neo-psychedelic,,
234,35,Single Saturday Night,Cole Swindell,https://open.spotify.com/track/1irAliF0T8sLIOPJp6n7rU,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,1mfDfLsMxYcOOZkzBxvSVW,contemporary country,country,country road
235,36,Tú,Carin Leon,https://open.spotify.com/track/1nLs8r6K4YN0avBwUmmTnr,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,66ihevNkSYNzRAl44dx6jJ,corrido,nuevo regional mexicano,regional mexican
236,37,Tinted Eyes (feat. blackbear & 24kGoldn),DVBBS,https://open.spotify.com/track/68UW3plyDDNg1dkNIZRezJ,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,5X4LWwbUFNzPkEas04uU82,canadian electronic,edm,electro house
237,38,ily (i love you baby) (feat. Emilee),Surf Mesa,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,1lmU3giNF3CSbkVSQmLpHQ,tropical house,,
238,39,As the World Caves In,Matt Maltese,https://open.spotify.com/track/4JE6agBLHGA5TaF6FlqfBD,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,12j6dJrPXanCBwY599pZxf,indie anthem-folk,indie pop,
239,40,TKN (feat. Travis Scott),ROSALÍA,https://open.spotify.com/track/4w47S36wQGBhGg073q3nt7,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,7ltDVBr6mKbRvohxheJ9h1,r&b en espanol,,
240,41,Dance with Me (feat. Thomas Rhett & Young Thug),Diplo,https://open.spotify.com/track/6wXgnhpmOPEJ7cUweSyy2B,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,5fMUXHkw8R8eOP2RNVYEZX,bmore,dance pop,edm
241,42,Shhh (Pew Pew),Young Fanatic,https://open.spotify.com/track/0gRHMoKnlm3FHL2YrwfE3w,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,3WYkULuwVr6K98AQ2s3SYt,viral rap,,
242,43,Con Tus Besos,Eslabon Armado,https://open.spotify.com/track/6WYB1odDfMPVMyp1QxFInT,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,0XeEobZplHxzM9QzFQWLiR,corridos tumbados,nuevo regional mexicano,sierreno
243,44,Roses - Imanbek Remix,SAINt JHN,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,0H39MdGGX6dbnnQPt6NQkZ,melodic rap,rap,slap house
244,45,DOLLAZ ON MY HEAD (feat. Young Thug),Gunna,https://open.spotify.com/track/3nS9a01VvXHQriLqJYwRqG,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,2hlmm7s2ICUX0LVIhVFlZQ,atl hip hop,melodic rap,rap
245,46,"...And To Those I Love, Thanks For Sticking Around",$uicideboy$,https://open.spotify.com/track/41LhQUkElADQ5YUbpYv2D0,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,1VPmR4DJC1PlOtd0IADAO0,dark trap,new orleans rap,underground hip hop
246,47,Heather,Conan Gray,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,4Uc8Dsxct0oMqx0P6i60ea,alt z,bedroom pop,electropop
247,48,Watermelon Sugar,Harry Styles,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,6KImCVD70vtIoJWnq6nGn3,pop,post-teen pop,
248,49,death bed (coffee for your head),Powfu,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,6bmlMHgSheBauioMgKv2tn,emo rap,sad rap,
249,50,Song About You,Sam Grow,https://open.spotify.com/track/5gRsliQqZLc4tv688SE3wB,viral-us-weekly-2020-07-02--2020-07-02.csv,July,2020-07-02,27,Viral 50,4cFA9cxl7v3CrFYxOOXsSs,contemporary country,country pop,
250,1,Savage Love (Laxed - Siren Beat),Jawsh 685,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c,viral-us-weekly-2020-07-09--2020-07-09.csv,July,2020-07-09,28,Viral 50,56mfhUDKa1vec6rSLZV5Eg,nz pop,,
251,2,Stuck in the Middle,Tai Verdes,https://open.spotify.com/track/2HQPOVBAOU2EBTy1nBGRiW,viral-us-weekly-2020-07-09--2020-07-09.csv,July,2020-07-09,28,Viral 50,2kCO8LXN1usaOPL3iEE28I,modern indie pop,,
252,3,Then Leave (feat. Queendom Come),BeatKing,https://open.spotify.com/track/2Xoc4gqPbBa3QHKpBLJ5l8,viral-us-weekly-2020-07-09--2020-07-09.csv,July,2020-07-09,28,Viral 50,5L8p9kDnX2cgoI8VLUL2p4,houston rap,,
253,4,Stunnin' (feat. Harm Franklin),Curtis Waters,https://open.spotify.com/track/2D0dj3hVkRQJCp63cxCPEx,viral-us-weekly-2020-07-09--2020-07-09.csv,July,2020-07-09,28,Viral 50,2JbE7jUIGtpXSzytnyMg6U,,,
254,5,In This Shirt,The Irrepressibles,https://open.spotify.com/track/60mItLdFl6xkYc1sAjlZlf,viral-us-weekly-2020-07-09--2020-07-09.csv,July,2020-07-09,28,Viral 50,1v5bOzXbhrQ57qSvRwGA6s,baroque pop,,
255,6,Hood Baby,KBFR,https://open.spotify.com/track/5au5NgWCdev4WeLRB3YEOR,viral-us-weekly-2020-07-09--2020-07-09.csv,July,2020-07-09,28,Viral 50,0JFjWic1b9Mvv7WcNYhDvZ,viral rap,,
256,7,Hatchback,Cochise,https://open.spotify.com/track/12hVQgYR254ZziANtiKVWQ,viral-us-weekly-2020-07-09--2020-07-09.csv,July,2020-07-09,28,Viral 50,46HzS7yz0c9udVwtbHk1sx,meme rap,vapor trap,
257,8,I See Red,Everybody Loves an Outlaw,https://open.spotify.com/track/5MAK1nd8R6PWnle1Q1WJvh,viral-us-weekly-2020-07-09--2020-07-09.csv,July,2020-07-09,28,Viral 50,5RCWMaArEntbkeWYVxCiFW,modern blues rock,,
258,9,Volcano Man,Will Ferrell,https://open.spotify.com/track/5j5THOJJaBw3NoQy3zo9Py,viral-us-weekly-2020-07-09--2020-07-09.csv,July,2020-07-09,28,Viral 50,7xF6Psrf6yNOBkB9jpMRa0,,,
259,10,God Bless The U.S.A.,Lee Greenwood,https://open.spotify.com/track/623lYBOJ7bLwh1bu3yeN5V,viral-us-weekly-2020-07-09--2020-07-09.csv,July,2020-07-09,28,Viral 50,3g229vTyhsdwm9SO2p1FPL,country,country rock,
260,11,Banana (feat. Shaggy) - DJ FLe - Minisiren Remix,Conkarah,https://open.spotify.com/track/0dZpw3h6KZhcHec61qwevZ,viral-us-weekly-2020-07-09--2020-07-09.csv,July,2020-07-09,28,Viral 50,7vPGzgDg3qGUY5bWtrO3K4,jawaiian,,
261,12,Renee,SALES,https://open.spotify.com/track/5MeUMSRreLHYLhw8ZTyqpk,viral-us-weekly-2020-07-09--2020-07-09.csv,July,2020-07-09,28,Viral 50,6vVztIuqdDHvYWxOEXCzjN,indie pop,orlando indie,
262,13,GO (feat. Juice WRLD),The Kid LAROI,https://open.spotify.com/track/2t7D3y0jvYjR8IP9Bosyew,viral-us-weekly-2020-07-09--2020-07-09.csv,July,2020-07-09,28,Viral 50,2tIP7SsRs7vjIcLrU85W8J,australian hip hop,,
263,14,Como Llora,Juanfran,https://open.spotify.com/track/52zq2a71SGs3f1vJuv59ui,viral-us-weekly-2020-07-09--2020-07-09.csv,July,2020-07-09,28,Viral 50,7zY0DMisq1oYXvNNgGwHBY,dominican pop,pop reggaeton,urbano espanol
264,15,The Man Who Loves You The Most,Zac Brown Band,https://open.spotify.com/track/58DvikiJcEjow3Skg80yxX,viral-us-weekly-2020-07-09--2020-07-09.csv,July,2020-07-09,28,Viral 50,6yJCxee7QumYr820xdIsjo,contemporary country,country,country road
265,16,Make It Rain (feat. Rowdy Rebel),Pop Smoke,https://open.spotify.com/track/71d7LaAgPcNcUopu3OzmP7,viral-us-weekly-2020-07-09--2020-07-09.csv,July,2020-07-09,28,Viral 50,0eDvMgVFoNV3TpwtrVCoTj,brooklyn drill,,
266,17,You'll Be Back,Jonathan Groff,https://open.spotify.com/track/6OG1S805gIrH5nAQbEOPY3,viral-us-weekly-2020-07-09--2020-07-09.csv,July,2020-07-09,28,Viral 50,4aXXDj9aZnlshx7mzj3W1N,hollywood,show tunes,
267,18,America The Beautiful,Ray Charles,https://open.spotify.com/track/04f3ea1BQlVrhhmxS0qMDH,viral-us-weekly-2020-07-09--2020-07-09.csv,July,2020-07-09,28,Viral 50,1eYhYunlNJlDoQhtYBvPsi,adult standards,classic soul,jazz blues
268,19,The Bigger Picture,Lil Baby,https://open.spotify.com/track/44gRhRi2OhEf7moAUj6MD1,viral-us-weekly-2020-07-09--2020-07-09.csv,July,2020-07-09,28,Viral 50,5f7VJjfbwm532GiveGC0ZK,atl hip hop,atl trap,rap
269,20,Rags2Riches (feat. ATR Son Son),Rod Wave,https://open.spotify.com/track/1ENdcyhqdylaLsPVgB83qq,viral-us-weekly-2020-07-09--2020-07-09.csv,July,2020-07-09,28,Viral 50,45TgXXqMDdF8BkjA83OM7z,florida rap,,
270,21,Djadja (feat. Maluma) - Remix,Aya Nakamura,https://open.spotify.com/track/6AzKhCHOms83jvNVLsz0Bt,viral-us-weekly-2020-07-09--2020-07-09.csv,July,2020-07-09,28,Viral 50,7IlRNXHjoOCgEAWN5qYksg,basshall,francoton,
271,22,Both Of Us - Edit,Jayda G,https://open.spotify.com/track/75rGONmoi48LLYBFaGiYsv,viral-us-weekly-2020-07-09--2020-07-09.csv,July,2020-07-09,28,Viral 50,3NKVm2Jedcf6ibJr6pMUVx,canadian electronic,float house,
272,23,Do It,Chloe x Halle,https://open.spotify.com/track/35Dh5MnCUPLN3XyAVtQff3,viral-us-weekly-2020-07-09--2020-07-09.csv,July,2020-07-09,28,Viral 50,0AsThoR4KZSVktALiNcQwW,alternative r&b,dance pop,pop
273,24,Don't Rush (feat. DaBaby),Young T & Bugsey,https://open.spotify.com/track/3AMxuq6id3YGB57eWeheZQ,viral-us-weekly-2020-07-09--2020-07-09.csv,July,2020-07-09,28,Viral 50,6M6XXCcO5gI68XpIlrUL3Z,afroswing,uk hip hop,
274,25,Prospect (ft. Lil Baby),iann dior,https://open.spotify.com/track/4iHSE5R1U8jf84tRn52xRt,viral-us-weekly-2020-07-09--2020-07-09.csv,July,2020-07-09,28,Viral 50,6ASri4ePR7RlsvIQgWPJpS,melodic rap,pop rap,
275,26,Satisfied,Renée Elise Goldsberry,https://open.spotify.com/track/3dP0pLbg9OfVwssDjp9aT0,viral-us-weekly-2020-07-09--2020-07-09.csv,July,2020-07-09,28,Viral 50,4aXXDj9aZnlshx7mzj3W1N,hollywood,show tunes,
276,27,Wait for It,Leslie Odom Jr.,https://open.spotify.com/track/7EqpEBPOohgk7NnKvBGFWo,viral-us-weekly-2020-07-09--2020-07-09.csv,July,2020-07-09,28,Viral 50,4aXXDj9aZnlshx7mzj3W1N,hollywood,show tunes,
277,28,SAD - Imanbek xxx Remix,Rasster,https://open.spotify.com/track/4x5ymi4akay9Fq5Xm1PW3E,viral-us-weekly-2020-07-09--2020-07-09.csv,July,2020-07-09,28,Viral 50,3LVYHgfHgCTy3QSRt5kKQg,,,
278,29,no song without you,HONNE,https://open.spotify.com/track/1lNHWPDvKEbamKezpLq7HW,viral-us-weekly-2020-07-09--2020-07-09.csv,July,2020-07-09,28,Viral 50,0Vw76uk7P8yVtTClWyOhac,chill r&b,pop,uk pop
279,30,Water,DJ Drewski,https://open.spotify.com/track/4tISZPO2HdivqdTyuq5kDT,viral-us-weekly-2020-07-09--2020-07-09.csv,July,2020-07-09,28,Viral 50,4JyPPwzuX5NvU88c3rlrOW,,,
280,31,Eyes Blue Like The Atlantic,Sista Prod,https://open.spotify.com/track/2RrZbxdl9nuFMCrO71tXTG,viral-us-weekly-2020-07-09--2020-07-09.csv,July,2020-07-09,28,Viral 50,7cSbcJTJBBSXDjRNR2qD61,,,
281,32,Helpless,Phillipa Soo,https://open.spotify.com/track/54Sc7mZQ1RM03STpk4SfaA,viral-us-weekly-2020-07-09--2020-07-09.csv,July,2020-07-09,28,Viral 50,4aXXDj9aZnlshx7mzj3W1N,hollywood,show tunes,
282,33,Mariposa,Peach Tree Rascals,https://open.spotify.com/track/4ja2gzrNh9VNigzoXfmbwD,viral-us-weekly-2020-07-09--2020-07-09.csv,July,2020-07-09,28,Viral 50,0imE3buPhAowREqCrr4CYe,alternative r&b,chill r&b,indie r&b
283,34,Tommy Lee (feat. Post Malone),Tyla Yaweh,https://open.spotify.com/track/5QZKcQDp0tCcvMdyqEciBV,viral-us-weekly-2020-07-09--2020-07-09.csv,July,2020-07-09,28,Viral 50,1MXZ0hsGic96dWRDKwAwdr,cali rap,melodic rap,pop rap
284,35,We Paid (feat. 42 Dugg),Lil Baby,https://open.spotify.com/track/6gxKUmycQX7uyMwJcweFjp,viral-us-weekly-2020-07-09--2020-07-09.csv,July,2020-07-09,28,Viral 50,5f7VJjfbwm532GiveGC0ZK,atl hip hop,atl trap,rap
285,36,Think About Things,Daði Freyr,https://open.spotify.com/track/2iRniYXjMHKmwXqA2jYXP7,viral-us-weekly-2020-07-09--2020-07-09.csv,July,2020-07-09,28,Viral 50,3Hb64DQZIhDCgyHKrzBXOL,icelandic pop,,
286,37,La Curiosidad,Jay Wheeler,https://open.spotify.com/track/4HYDUMY0xSpeBr0AMY9cUz,viral-us-weekly-2020-07-09--2020-07-09.csv,July,2020-07-09,28,Viral 50,2cPqdH7XMvwaBJEVjheH8g,reggaeton,trap latino,
287,38,Lil Scammer That Could (feat. Denzel Curry),Guapdad 4000,https://open.spotify.com/track/2nSKol7UyxwffI6jLYTuUd,viral-us-weekly-2020-07-09--2020-07-09.csv,July,2020-07-09,28,Viral 50,0NcPKaSNIHAM2RfioH9vMT,cali rap,oakland hip hop,scam rap
288,39,Go Crazy,Chris Brown,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK,viral-us-weekly-2020-07-09--2020-07-09.csv,July,2020-07-09,28,Viral 50,7bXgB6jMjp9ATFy66eO08Z,dance pop,pop,pop rap
289,40,Grew Apart,Logan Mize,https://open.spotify.com/track/2JK5ALIvepkQAWNItmKBZu,viral-us-weekly-2020-07-09--2020-07-09.csv,July,2020-07-09,28,Viral 50,7tje8UB3cuR1ZfeJx2U38T,contemporary country,country pop,country road
290,41,Alexander Hamilton,Leslie Odom Jr.,https://open.spotify.com/track/4TTV7EcfroSLWzXRY6gLv6,viral-us-weekly-2020-07-09--2020-07-09.csv,July,2020-07-09,28,Viral 50,4aXXDj9aZnlshx7mzj3W1N,hollywood,show tunes,
291,42,As the World Caves In,Matt Maltese,https://open.spotify.com/track/4JE6agBLHGA5TaF6FlqfBD,viral-us-weekly-2020-07-09--2020-07-09.csv,July,2020-07-09,28,Viral 50,12j6dJrPXanCBwY599pZxf,indie anthem-folk,indie pop,
292,43,i don’t really like your boyfriend,Avenue Beat,https://open.spotify.com/track/6eqBr4nAQCVIbUbE8IBDP1,viral-us-weekly-2020-07-09--2020-07-09.csv,July,2020-07-09,28,Viral 50,1htYtUdXVMwR6HCSs821Lc,alt z,,
293,44,Party Girl,StaySolidRocky,https://open.spotify.com/track/5RqR4ZCCKJDcBLIn4sih9l,viral-us-weekly-2020-07-09--2020-07-09.csv,July,2020-07-09,28,Viral 50,1XLWox9w1Yvbodui0SRhUQ,melodic rap,,
294,45,ily (i love you baby) (feat. Emilee),Surf Mesa,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS,viral-us-weekly-2020-07-09--2020-07-09.csv,July,2020-07-09,28,Viral 50,1lmU3giNF3CSbkVSQmLpHQ,tropical house,,
295,46,Судно (Борис Рижий),Molchat Doma,https://open.spotify.com/track/6DONTnamNDOJdO6DzCu71p,viral-us-weekly-2020-07-09--2020-07-09.csv,July,2020-07-09,28,Viral 50,1nVq0hKIVReeaiB3xJgKf0,belarusian indie,russian post-punk,sovietwave
296,47,ROCKSTAR (feat. Roddy Ricch),DaBaby,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,viral-us-weekly-2020-07-09--2020-07-09.csv,July,2020-07-09,28,Viral 50,4r63FhuTkUYltbVAg5TQnk,north carolina hip hop,rap,
297,48,Kolors,Monte Booker,https://open.spotify.com/track/4IOYk6epkzXT38U4ShauZ6,viral-us-weekly-2020-07-09--2020-07-09.csv,July,2020-07-09,28,Viral 50,4p75GTNEXwsAAkpweMVtKo,viral rap,,
298,49,money machine,100 gecs,https://open.spotify.com/track/61bwFjzXGG1x2aZsANdLyl,viral-us-weekly-2020-07-09--2020-07-09.csv,July,2020-07-09,28,Viral 50,6PfSUFtkMVoDkx4MQkzOi3,glitchcore,hyperpop,
299,50,Are You Bored Yet? (feat. Clairo),Wallows,https://open.spotify.com/track/57RA3JGafJm5zRtKJiKPIm,viral-us-weekly-2020-07-09--2020-07-09.csv,July,2020-07-09,28,Viral 50,0NIPkIjTV8mB795yEIiPYL,indie pop,modern rock,pop
