,Unnamed: 0,Unnamed: 0.1,Position,Track Name,Artist,URL,Filename,Month,Week Number,Type,Date,Artist ID,Genre 1,Genre 2,Genre 3
80,80,30,31,GIVE HEAVEN SOME HELL,HARDY,https://open.spotify.com/track/2bVeUlOC5JjTpkQXuUUoYm,viral-us-weekly-2020-09-10--2020-09-10.csv,September,37,Viral 50,2020-09-10,5QNm7E7RU2m64l6Gliu8Oy,contemporary country,unspecified,unspecified
81,81,31,32,Aún Hay Algo,RBD,https://open.spotify.com/track/6fqpsCQ7jF7OgQolXgYovX,viral-us-weekly-2020-09-10--2020-09-10.csv,September,37,Viral 50,2020-09-10,7cjh6y0V9SsyCrWSXTzwOs,latin,latin pop,pop
82,82,32,33,Midnight Sky,Miley Cyrus,https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB,viral-us-weekly-2020-09-10--2020-09-10.csv,September,37,Viral 50,2020-09-10,5YGY8feqx7naU7z4HrwZM6,dance pop,pop,post-teen pop
83,83,33,34,F2020,Avenue Beat,https://open.spotify.com/track/7opTGnWVJcm1e5mWWOldpg,viral-us-weekly-2020-09-10--2020-09-10.csv,September,37,Viral 50,2020-09-10,1htYtUdXVMwR6HCSs821Lc,alt z,unspecified,unspecified
84,84,34,35,7 Summers,Morgan Wallen,https://open.spotify.com/track/0tbjiOUl4k492KPdWZS9sy,viral-us-weekly-2020-09-10--2020-09-10.csv,September,37,Viral 50,2020-09-10,4oUHIQIBe0LHzYfvXNW4QM,contemporary country,unspecified,unspecified
85,85,35,36,Laugh Now Cry Later (feat. Lil Durk),Drake,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI,viral-us-weekly-2020-09-10--2020-09-10.csv,September,37,Viral 50,2020-09-10,3TVXtAsR1Inumwj472S9r4,canadian hip hop,canadian pop,hip hop
86,86,36,37,Mr Loverman,Ricky Montgomery,https://open.spotify.com/track/0MF5QHFzTUM2dYm6J7Vngt,viral-us-weekly-2020-09-10--2020-09-10.csv,September,37,Viral 50,2020-09-10,0ZUvK7zGdXLd78mQr3t1Tw,alt z,indie pop,la indie
87,87,37,38,DDLG,ppcocaine,https://open.spotify.com/track/42dtq3bqOCzD0L2kITk4Dp,viral-us-weekly-2020-09-10--2020-09-10.csv,September,37,Viral 50,2020-09-10,2u1aL8XADqj0nJFHMKRjNw,viral rap,unspecified,unspecified
88,88,38,39,ALL GIRLS ARE THE SAME,RØNIN,https://open.spotify.com/track/4xhWfr0tyA7BGL7eXo8KnV,viral-us-weekly-2020-09-10--2020-09-10.csv,September,37,Viral 50,2020-09-10,5AueQd01cgyqBRQ82ns5cd,sad rap,unspecified,unspecified
89,89,39,40,Michelle,Sir Chloe,https://open.spotify.com/track/3sa1wUB8FAkoH95MGPGBWI,viral-us-weekly-2020-09-10--2020-09-10.csv,September,37,Viral 50,2020-09-10,6rniTPs9zN26kYnkPdFl1U,indie pop,modern rock,unspecified
90,90,40,41,Hai Domo,Cao White,https://open.spotify.com/track/5vOwis62qEz4avzkppHHL5,viral-us-weekly-2020-09-10--2020-09-10.csv,September,37,Viral 50,2020-09-10,7Ifh6z0Ibeuqmtf6RnGt2w,glitchcore,unspecified,unspecified
91,91,41,42,Head & Heart (feat. MNEK),Joel Corry,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9,viral-us-weekly-2020-09-10--2020-09-10.csv,September,37,Viral 50,2020-09-10,6DgP9otnZw5z6daOntINxp,dance pop,edm,house
92,92,42,43,PJ,ppcocaine,https://open.spotify.com/track/1qxnmVbl8To9W9BcbTS8yC,viral-us-weekly-2020-09-10--2020-09-10.csv,September,37,Viral 50,2020-09-10,2u1aL8XADqj0nJFHMKRjNw,viral rap,unspecified,unspecified
93,93,43,44,Things A Man Oughta Know,Lainey Wilson,https://open.spotify.com/track/7cwKO3SvjCpTyLiIWfnxpx,viral-us-weekly-2020-09-10--2020-09-10.csv,September,37,Viral 50,2020-09-10,6tPHARSq45lQ8BSALCfkFC,contemporary country,country pop,unspecified
94,94,44,45,Mi Cuarto,Jerry Di,https://open.spotify.com/track/6fmQjRuo7XvRFCK2qex5hQ,viral-us-weekly-2020-09-10--2020-09-10.csv,September,37,Viral 50,2020-09-10,7f02bxFbZIOVdSbYRNYvLT,cubaton,pop venezolano,reggaeton
95,95,45,46,Just About Over You,Priscilla Block,https://open.spotify.com/track/6VzJCMOzVbvb25LPYQviM5,viral-us-weekly-2020-09-10--2020-09-10.csv,September,37,Viral 50,2020-09-10,6BpvASijzSWj7gnZD4Dvf1,contemporary country,country pop,unspecified
96,96,46,47,Such a Whore (Stellular Remix),JVLA,https://open.spotify.com/track/6A25J9As7towpxovYryAWr,viral-us-weekly-2020-09-10--2020-09-10.csv,September,37,Viral 50,2020-09-10,24D8gx0257CDd1HAuqNuHu,viral rap,unspecified,unspecified
97,97,47,48,Pussy Talk,City Girls,https://open.spotify.com/track/5EzL7hGT9g2Tvqsy158Lu9,viral-us-weekly-2020-09-10--2020-09-10.csv,September,37,Viral 50,2020-09-10,37hAfseJWi0G3Scife12Il,dance pop,pop,pop rap
98,98,48,49,Coochie,YN Jay,https://open.spotify.com/track/2UM09BKxJ3NM8qNxzNSdXV,viral-us-weekly-2020-09-10--2020-09-10.csv,September,37,Viral 50,2020-09-10,3gIWD9hK0VEhgsSrLu19PU,flint hip hop,viral rap,unspecified
99,99,49,50,Brace Yourself,zenorachi,https://open.spotify.com/track/6YMjTao59i1kRdmYlB33N8,viral-us-weekly-2020-09-10--2020-09-10.csv,September,37,Viral 50,2020-09-10,0LSJVfOGq9hf7G9qKAyOug,viral rap,unspecified,unspecified
100,100,0,1,Lets Link,WhoHeem,https://open.spotify.com/track/6fMzgFFGzWCwiHMzDzNpp5,viral-us-weekly-2020-09-17--2020-09-17.csv,September,38,Viral 50,2020-09-17,5KYEMMz9O9iLIESifKAEOp,viral rap,unspecified,unspecified
101,101,1,2,Put Your Records On,Ritt Momney,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9,viral-us-weekly-2020-09-17--2020-09-17.csv,September,38,Viral 50,2020-09-17,7MPGCB854Qo4alYMOPkBka,bedroom pop,unspecified,unspecified
102,102,2,3,Mad at Disney,salem ilese,https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE,viral-us-weekly-2020-09-17--2020-09-17.csv,September,38,Viral 50,2020-09-17,3QJUFtGBGL05vo0kCJZsmT,alt z,modern indie pop,social media pop
103,103,3,4,Upside Down,JVKE,https://open.spotify.com/track/614OkajfRPH8V0ugNQnduP,viral-us-weekly-2020-09-17--2020-09-17.csv,September,38,Viral 50,2020-09-17,164Uj4eKjl6zTBKfJLFKKK,modern indie pop,unspecified,unspecified
104,104,4,5,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,https://open.spotify.com/track/2DQNYMRjisN3KAPj1bEwOI,viral-us-weekly-2020-09-17--2020-09-17.csv,September,38,Viral 50,2020-09-17,6MPCFvOQv5cIGfw3jODMF0,pop rap,rap,trap
105,105,5,6,You Got It,Vedo,https://open.spotify.com/track/4lsHZ92XCFOQfzJFBTluk8,viral-us-weekly-2020-09-17--2020-09-17.csv,September,38,Viral 50,2020-09-17,3wVXTWabe3viT0jF7DfjOL,pop r&b,r&b,unspecified
106,106,6,7,This Side of Paradise,Coyote Theory,https://open.spotify.com/track/3sgf2a905hjZ81tXYytY6i,viral-us-weekly-2020-09-17--2020-09-17.csv,September,38,Viral 50,2020-09-17,48vmXfV0QPy3ljXBp81Fwn,unspecified,unspecified,unspecified
107,107,7,8,Whole Lotta Choppas,Sada Baby,https://open.spotify.com/track/6hLZzCS4E7AWo3PRBWy6az,viral-us-weekly-2020-09-17--2020-09-17.csv,September,38,Viral 50,2020-09-17,2JSwnwAT1BupAQkhqcRCUw,detroit trap,scam rap,trap
108,108,8,9,Mood (feat. iann dior),24kGoldn,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq,viral-us-weekly-2020-09-17--2020-09-17.csv,September,38,Viral 50,2020-09-17,6fWVd57NKTalqvmjRd2t8Z,cali rap,unspecified,unspecified
109,109,9,10,Throat Baby (Go Baby),BRS Kash,https://open.spotify.com/track/31iqpzg1ZXLLgq0L5iIwLe,viral-us-weekly-2020-09-17--2020-09-17.csv,September,38,Viral 50,2020-09-17,5jJjvmEwRr8epuGZq4eUUa,unspecified,unspecified,unspecified
110,110,10,11,Daisy,Ashnikko,https://open.spotify.com/track/0AUvWawuP0ibk4SQ3sIZjk,viral-us-weekly-2020-09-17--2020-09-17.csv,September,38,Viral 50,2020-09-17,3PyJHH2wyfQK3WZrk9rpmP,alt z,electropop,escape room
111,111,11,12,WAP (feat. Megan Thee Stallion),Cardi B,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,viral-us-weekly-2020-09-17--2020-09-17.csv,September,38,Viral 50,2020-09-17,4kYSro6naA4h99UJvo89HB,pop,pop rap,post-teen pop
112,112,12,13,Dynamite,BTS,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY,viral-us-weekly-2020-09-17--2020-09-17.csv,September,38,Viral 50,2020-09-17,3Nrfpe0tUJi4K4DXYWgMUX,k-pop,k-pop boy group,unspecified
113,113,13,14,Stuck in the Middle,Tai Verdes,https://open.spotify.com/track/2HQPOVBAOU2EBTy1nBGRiW,viral-us-weekly-2020-09-17--2020-09-17.csv,September,38,Viral 50,2020-09-17,2kCO8LXN1usaOPL3iEE28I,modern indie pop,unspecified,unspecified
114,114,14,15,THICK,DJ Chose,https://open.spotify.com/track/0YYNIGKgAk34vZkV2NySie,viral-us-weekly-2020-09-17--2020-09-17.csv,September,38,Viral 50,2020-09-17,28Jt29jw6Smc3ZkzALTouq,houston rap,unspecified,unspecified
115,115,15,16,Onna Come Up,Lil Eazzyy,https://open.spotify.com/track/0s8QrhtXW1Av2tuLLerDjN,viral-us-weekly-2020-09-17--2020-09-17.csv,September,38,Viral 50,2020-09-17,0rpUnzu4JIoRkKkGvdcm7b,chicago rap,unspecified,unspecified
116,116,16,17,Ashes,Stellar,https://open.spotify.com/track/2NeyJbL3ROKCjRkAjs77ya,viral-us-weekly-2020-09-17--2020-09-17.csv,September,38,Viral 50,2020-09-17,5yw4tA8D5uG7tT3NaDvq10,social media pop,unspecified,unspecified
117,117,17,18,BOYFRIEND,HARDY,https://open.spotify.com/track/5M8ExcJIACOWCEgPfNZNn8,viral-us-weekly-2020-09-17--2020-09-17.csv,September,38,Viral 50,2020-09-17,5QNm7E7RU2m64l6Gliu8Oy,contemporary country,unspecified,unspecified
118,118,18,19,Losing You,WONHO,https://open.spotify.com/track/2Bk8jjFB0FfAFYUIxihOnG,viral-us-weekly-2020-09-17--2020-09-17.csv,September,38,Viral 50,2020-09-17,6pC3vnUgNVITdYMMXefi6D,k-pop,unspecified,unspecified
119,119,19,20,Hawái,Maluma,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp,viral-us-weekly-2020-09-17--2020-09-17.csv,September,38,Viral 50,2020-09-17,1r4hJ1h58CWwUQe3MxPuau,latin,reggaeton,reggaeton colombiano
120,120,20,21,Michelle,Sir Chloe,https://open.spotify.com/track/3sa1wUB8FAkoH95MGPGBWI,viral-us-weekly-2020-09-17--2020-09-17.csv,September,38,Viral 50,2020-09-17,6rniTPs9zN26kYnkPdFl1U,indie pop,modern rock,unspecified
121,121,21,22,24 (feat. Lil Baby),Money Man,https://open.spotify.com/track/0xUvi7wldroBzaZCengPa5,viral-us-weekly-2020-09-17--2020-09-17.csv,September,38,Viral 50,2020-09-17,3Rx4PJ7SP6unkOk5elPUK7,atl trap,rap,southern hip hop
122,122,22,23,Heather,Conan Gray,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA,viral-us-weekly-2020-09-17--2020-09-17.csv,September,38,Viral 50,2020-09-17,4Uc8Dsxct0oMqx0P6i60ea,alt z,bedroom pop,electropop
123,123,23,24,Eyes Blue Like The Atlantic (feat. Subvrbs),Sista Prod,https://open.spotify.com/track/0qUcpOOna3kkrwfqky85e1,viral-us-weekly-2020-09-17--2020-09-17.csv,September,38,Viral 50,2020-09-17,7cSbcJTJBBSXDjRNR2qD61,unspecified,unspecified,unspecified
124,124,24,25,GIVE HEAVEN SOME HELL,HARDY,https://open.spotify.com/track/2bVeUlOC5JjTpkQXuUUoYm,viral-us-weekly-2020-09-17--2020-09-17.csv,September,38,Viral 50,2020-09-17,5QNm7E7RU2m64l6Gliu8Oy,contemporary country,unspecified,unspecified
125,125,25,26,Overwhelmed,Royal & the Serpent,https://open.spotify.com/track/5jjZikDrEd0by1o7V3fO4y,viral-us-weekly-2020-09-17--2020-09-17.csv,September,38,Viral 50,2020-09-17,64EHXDoln95lnccszdPum0,alt z,indie electropop,modern alternative pop
126,126,26,27,People So Stupid,Tom MacDonald,https://open.spotify.com/track/3rjJAqZWPjDhsTkCmc2HcY,viral-us-weekly-2020-09-17--2020-09-17.csv,September,38,Viral 50,2020-09-17,6DvlemMOlMH6VD9tB7BPRf,bc underground hip hop,country rap,unspecified
127,127,27,28,Things A Man Oughta Know,Lainey Wilson,https://open.spotify.com/track/7cwKO3SvjCpTyLiIWfnxpx,viral-us-weekly-2020-09-17--2020-09-17.csv,September,38,Viral 50,2020-09-17,6tPHARSq45lQ8BSALCfkFC,contemporary country,country pop,unspecified
128,128,28,29,3 Musketeers,NextYoungin,https://open.spotify.com/track/57Oi4yqY27uJzCyqFWIP5q,viral-us-weekly-2020-09-17--2020-09-17.csv,September,38,Viral 50,2020-09-17,2u1aL8XADqj0nJFHMKRjNw,viral rap,unspecified,unspecified
129,129,29,30,Backyard Boy,Claire Rosinkranz,https://open.spotify.com/track/0QpOqKz66ZxHNqj2PPHiFF,viral-us-weekly-2020-09-17--2020-09-17.csv,September,38,Viral 50,2020-09-17,3V0ZQW0dNuVaFtbVYgSI24,modern indie pop,unspecified,unspecified
130,130,30,31,Wrap Me In Plastic - Marcus Layton Radio Edit,CHROMANCE,https://open.spotify.com/track/3n2P3ipLt5mPFVaM0fJHNR,viral-us-weekly-2020-09-17--2020-09-17.csv,September,38,Viral 50,2020-09-17,0fEj1fYIQwWj1bzzAto9rp,modern indie pop,unspecified,unspecified
131,131,31,32,Sálvame,RBD,https://open.spotify.com/track/3hbTkJ0yFzHbawnKyhvTQj,viral-us-weekly-2020-09-17--2020-09-17.csv,September,38,Viral 50,2020-09-17,7cjh6y0V9SsyCrWSXTzwOs,latin,latin pop,pop
132,132,32,33,F2020,Avenue Beat,https://open.spotify.com/track/7opTGnWVJcm1e5mWWOldpg,viral-us-weekly-2020-09-17--2020-09-17.csv,September,38,Viral 50,2020-09-17,1htYtUdXVMwR6HCSs821Lc,alt z,unspecified,unspecified
133,133,33,34,My Person,Spencer Crandall,https://open.spotify.com/track/1K61P0kbiT6cJzh77NnxFg,viral-us-weekly-2020-09-17--2020-09-17.csv,September,38,Viral 50,2020-09-17,6to2NJmRWY1h7rLU4c9TyG,alt z,contemporary country,country pop
134,134,34,35,you broke me first,Tate McRae,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR,viral-us-weekly-2020-09-17--2020-09-17.csv,September,38,Viral 50,2020-09-17,45dkTj5sMRSjrmBSBeiHym,alt z,dance pop,electropop
135,135,35,36,ALL GIRLS ARE THE SAME,RØNIN,https://open.spotify.com/track/4xhWfr0tyA7BGL7eXo8KnV,viral-us-weekly-2020-09-17--2020-09-17.csv,September,38,Viral 50,2020-09-17,5AueQd01cgyqBRQ82ns5cd,sad rap,unspecified,unspecified
136,136,36,37,Head & Heart (feat. MNEK),Joel Corry,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9,viral-us-weekly-2020-09-17--2020-09-17.csv,September,38,Viral 50,2020-09-17,6DgP9otnZw5z6daOntINxp,dance pop,edm,house
137,137,37,38,my ex's best friend (with blackbear),Machine Gun Kelly,https://open.spotify.com/track/70rFIfYN7lU6iTgUIVP42w,viral-us-weekly-2020-09-17--2020-09-17.csv,September,38,Viral 50,2020-09-17,6TIYQ3jFPwQSRmorSezPxX,ohio hip hop,pop rap,unspecified
138,138,38,39,7 Summers,Morgan Wallen,https://open.spotify.com/track/0tbjiOUl4k492KPdWZS9sy,viral-us-weekly-2020-09-17--2020-09-17.csv,September,38,Viral 50,2020-09-17,4oUHIQIBe0LHzYfvXNW4QM,contemporary country,unspecified,unspecified
139,139,39,40,Mr Loverman,Ricky Montgomery,https://open.spotify.com/track/0MF5QHFzTUM2dYm6J7Vngt,viral-us-weekly-2020-09-17--2020-09-17.csv,September,38,Viral 50,2020-09-17,0ZUvK7zGdXLd78mQr3t1Tw,alt z,indie pop,la indie
140,140,40,41,Just About Over You,Priscilla Block,https://open.spotify.com/track/6VzJCMOzVbvb25LPYQviM5,viral-us-weekly-2020-09-17--2020-09-17.csv,September,38,Viral 50,2020-09-17,6BpvASijzSWj7gnZD4Dvf1,contemporary country,country pop,unspecified
141,141,41,42,Laugh Now Cry Later (feat. Lil Durk),Drake,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI,viral-us-weekly-2020-09-17--2020-09-17.csv,September,38,Viral 50,2020-09-17,3TVXtAsR1Inumwj472S9r4,canadian hip hop,canadian pop,hip hop
142,142,42,43,Mi Cuarto,Jerry Di,https://open.spotify.com/track/6fmQjRuo7XvRFCK2qex5hQ,viral-us-weekly-2020-09-17--2020-09-17.csv,September,38,Viral 50,2020-09-17,7f02bxFbZIOVdSbYRNYvLT,cubaton,pop venezolano,reggaeton
143,143,43,44,Promises,Maverick City Music,https://open.spotify.com/track/0aZFEiDKLK2B4gzPaGCZVm,viral-us-weekly-2020-09-17--2020-09-17.csv,September,38,Viral 50,2020-09-17,58r1rB5t3VF5X6yXGPequV,ccm,unspecified,unspecified
144,144,44,45,Lemon (feat. Method Man),Conway the Machine,https://open.spotify.com/track/5MurVzJcSmQ6f7BI6qnv6o,viral-us-weekly-2020-09-17--2020-09-17.csv,September,38,Viral 50,2020-09-17,67gqUXxHedeUGDTxwBzdjS,alternative hip hop,boom bap,buffalo hip hop
145,145,45,46,Hai Domo,Cao White,https://open.spotify.com/track/5vOwis62qEz4avzkppHHL5,viral-us-weekly-2020-09-17--2020-09-17.csv,September,38,Viral 50,2020-09-17,7Ifh6z0Ibeuqmtf6RnGt2w,glitchcore,unspecified,unspecified
146,146,46,47,Kilby Girl,The Backseat Lovers,https://open.spotify.com/track/1170VohRSx6GwE6QDCHPPH,viral-us-weekly-2020-09-17--2020-09-17.csv,September,38,Viral 50,2020-09-17,6p2HnfM955TI1bX34dkLnI,modern rock,slc indie,unspecified
147,147,47,48,Moonwalking in Calabasas (feat. Blueface) - Remix,DDG,https://open.spotify.com/track/7o4gBbTM6UBLkOYPw9xMCz,viral-us-weekly-2020-09-17--2020-09-17.csv,September,38,Viral 50,2020-09-17,0WK3H9OErSn5zKOkOV5egm,trap,viral rap,unspecified
148,148,48,49,DDLG,ppcocaine,https://open.spotify.com/track/42dtq3bqOCzD0L2kITk4Dp,viral-us-weekly-2020-09-17--2020-09-17.csv,September,38,Viral 50,2020-09-17,2u1aL8XADqj0nJFHMKRjNw,viral rap,unspecified,unspecified
149,149,49,50,Midnight Sky,Miley Cyrus,https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB,viral-us-weekly-2020-09-17--2020-09-17.csv,September,38,Viral 50,2020-09-17,5YGY8feqx7naU7z4HrwZM6,dance pop,pop,post-teen pop
150,150,0,1,No Wind Resistance!,Kinneret,https://open.spotify.com/track/78Vm1H6bT8WQyPNyx7HBhP,viral-us-weekly-2020-09-24--2020-09-24.csv,September,39,Viral 50,2020-09-24,5pnHmnSlN4hJqjG3VWtdYJ,unspecified,unspecified,unspecified
151,151,1,2,Put Your Records On,Ritt Momney,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9,viral-us-weekly-2020-09-24--2020-09-24.csv,September,39,Viral 50,2020-09-24,7MPGCB854Qo4alYMOPkBka,bedroom pop,unspecified,unspecified
152,152,2,3,M to the B,Millie B,https://open.spotify.com/track/1meosvrJFk4xXo1HwUIasC,viral-us-weekly-2020-09-24--2020-09-24.csv,September,39,Viral 50,2020-09-24,31doejENzNckcbU7CUrUs0,viral rap,unspecified,unspecified
153,153,3,4,F-150,Robyn Ottolini,https://open.spotify.com/track/0JSxnF1JmC8LblMhrovm6K,viral-us-weekly-2020-09-24--2020-09-24.csv,September,39,Viral 50,2020-09-24,2mAb9JDF63azaglqA7c9bb,alt z,contemporary country,unspecified
154,154,4,5,Mad at Disney,salem ilese,https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE,viral-us-weekly-2020-09-24--2020-09-24.csv,September,39,Viral 50,2020-09-24,3QJUFtGBGL05vo0kCJZsmT,alt z,modern indie pop,social media pop
155,155,5,6,Lets Link,WhoHeem,https://open.spotify.com/track/6fMzgFFGzWCwiHMzDzNpp5,viral-us-weekly-2020-09-24--2020-09-24.csv,September,39,Viral 50,2020-09-24,5KYEMMz9O9iLIESifKAEOp,viral rap,unspecified,unspecified
156,156,6,7,"Edge of Great (feat. Madison Reyes, Charlie Gillespie, Owen Patrick Joyner & Jeremy Shada)",Julie and the Phantoms Cast,https://open.spotify.com/track/1e2ofLpE40cjEeMENP7pzv,viral-us-weekly-2020-09-24--2020-09-24.csv,September,39,Viral 50,2020-09-24,52OQXvCMAJ0zqE2ZQrBTqC,pop,social media pop,unspecified
157,157,7,8,This Side of Paradise,Coyote Theory,https://open.spotify.com/track/3sgf2a905hjZ81tXYytY6i,viral-us-weekly-2020-09-24--2020-09-24.csv,September,39,Viral 50,2020-09-24,48vmXfV0QPy3ljXBp81Fwn,unspecified,unspecified,unspecified
158,158,8,9,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX,viral-us-weekly-2020-09-24--2020-09-24.csv,September,39,Viral 50,2020-09-24,6MPCFvOQv5cIGfw3jODMF0,pop rap,rap,trap
159,159,9,10,You Got It,Vedo,https://open.spotify.com/track/4lsHZ92XCFOQfzJFBTluk8,viral-us-weekly-2020-09-24--2020-09-24.csv,September,39,Viral 50,2020-09-24,3wVXTWabe3viT0jF7DfjOL,pop r&b,r&b,unspecified
